Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Product Image 1 Url,Product Image 2 Url
,zenith-motorized-standing-desk,Zenith Motorized Standing Desk,"Elevate your productivity, literally.","The Zenith Standing Desk features a dual-motor system for smooth, quiet height adjustments. With a solid oak top and reinforced steel frame, it provides a wobble-free experience whether you are sitting or standing.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Oak / 120cm,,,FALSE,TRUE,,,,,,,,,499.0,,Color,Oak,Size,120cm,,
,zenith-motorized-standing-desk,Zenith Motorized Standing Desk,"Elevate your productivity, literally.","The Zenith Standing Desk features a dual-motor system for smooth, quiet height adjustments. With a solid oak top and reinforced steel frame, it provides a wobble-free experience whether you are sitting or standing.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Oak / 140cm,,,FALSE,TRUE,,,,,,,,,549.0,,Color,Oak,Size,140cm,,
,zenith-motorized-standing-desk,Zenith Motorized Standing Desk,"Elevate your productivity, literally.","The Zenith Standing Desk features a dual-motor system for smooth, quiet height adjustments. With a solid oak top and reinforced steel frame, it provides a wobble-free experience whether you are sitting or standing.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Walnut / 120cm,,,FALSE,TRUE,,,,,,,,,529.0,,Color,Walnut,Size,120cm,,
,zenith-motorized-standing-desk,Zenith Motorized Standing Desk,"Elevate your productivity, literally.","The Zenith Standing Desk features a dual-motor system for smooth, quiet height adjustments. With a solid oak top and reinforced steel frame, it provides a wobble-free experience whether you are sitting or standing.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Walnut / 140cm,,,FALSE,TRUE,,,,,,,,,579.0,,Color,Walnut,Size,140cm,,
,swift-click-pro-wireless-mouse,Swift-Click Pro Wireless Mouse,Precision at your fingertips.,"Engineered for professional gamers, the Swift-Click Pro offers a 26k DPI sensor and sub-1ms latency. Its ergonomic shell reduces wrist fatigue during long sessions.",published,,,,,,,,,,,,COLLECTION_ID_GAMING_GEAR,,,TRUE,,,Black,,,FALSE,TRUE,,,,,,,,,89.0,,Color,Black,,,,
,swift-click-pro-wireless-mouse,Swift-Click Pro Wireless Mouse,Precision at your fingertips.,"Engineered for professional gamers, the Swift-Click Pro offers a 26k DPI sensor and sub-1ms latency. Its ergonomic shell reduces wrist fatigue during long sessions.",published,,,,,,,,,,,,COLLECTION_ID_GAMING_GEAR,,,TRUE,,,White,,,FALSE,TRUE,,,,,,,,,89.0,,Color,White,,,,
,lunar-felt-desk-mat,Lunar Felt Desk Mat,Warmth and texture for your workspace.,"Made from premium synthetic felt with a non-slip cork base, this mat protects your desk while providing a soft surface for your hands and devices.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Medium / Grey,,,FALSE,TRUE,,,,,,,,,35.0,,Size,Medium,Color,Grey,,
,lunar-felt-desk-mat,Lunar Felt Desk Mat,Warmth and texture for your workspace.,"Made from premium synthetic felt with a non-slip cork base, this mat protects your desk while providing a soft surface for your hands and devices.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Medium / Anthracite,,,FALSE,TRUE,,,,,,,,,35.0,,Size,Medium,Color,Anthracite,,
,lunar-felt-desk-mat,Lunar Felt Desk Mat,Warmth and texture for your workspace.,"Made from premium synthetic felt with a non-slip cork base, this mat protects your desk while providing a soft surface for your hands and devices.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Large / Grey,,,FALSE,TRUE,,,,,,,,,45.0,,Size,Large,Color,Grey,,
,lunar-felt-desk-mat,Lunar Felt Desk Mat,Warmth and texture for your workspace.,"Made from premium synthetic felt with a non-slip cork base, this mat protects your desk while providing a soft surface for your hands and devices.",published,,,,,,,,,,,,COLLECTION_ID_HOME_OFFICE_ESSENTIALS,,,TRUE,,,Large / Anthracite,,,FALSE,TRUE,,,,,,,,,45.0,,Size,Large,Color,Anthracite,,
